name,price,href,core_count,core_clock,boost_clock,micro_architecture,tdp,graphics,socket
Intel Xeon E5-2687W,,https://pcpartpicker.com/product/hkkD4D/intel-cpu-cm8062107184308,8,3.1,3.8,Sandy Bridge,150,,FM2+
AMD Athlon X4 840,,https://pcpartpicker.com/product/BYcMnQ/amd-cpu-ad840xybi44ja,4,3.1,3.8,Steamroller,65,,LGA2011-3
Intel Xeon E5-1650 V4,,https://pcpartpicker.com/product/dn648d/intel-xeon-e5-1650-v4-36ghz-6-core-processor-bx80660e51650v4,6,3.6,4,Broadwell,140,,AM4
AMD Ryzen 7 1800X,,https://pcpartpicker.com/product/PFXnTW/amd-ryzen-7-1800x-36ghz-8-core-oemtray-processor-yd180xbcm88ae,8,3.6,4,Zen,95,,LGA1151
Intel Core i5-9500F,,https://pcpartpicker.com/product/PV3mP6/intel-core-i5-9500f-3-ghz-6-core-oemtray-processor-cm8068403362616,6,3,4.4,Coffee Lake Refresh,65,,LGA1151
Intel Core i5-9600,,https://pcpartpicker.com/product/2mPgXL/intel-core-i5-9600-31-ghz-6-core-oemtray-processor-cm8068403358610,6,3.1,4.6,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA1151
Intel Xeon E-2246G,,https://pcpartpicker.com/product/LJyqqs/intel-xeon-e-2246g-36-thz-6-core-oemtray-processor-cm8068404227903,6,3.6,4.8,Coffee Lake Refresh,80,Intel HD Graphics P630,LGA1151
Intel Xeon E-2278G,,https://pcpartpicker.com/product/CbLwrH/intel-xeon-e-2278g-34-thz-8-core-oemtray-processor-cm8068404225303,8,3.4,5,Coffee Lake Refresh,80,Intel HD Graphics P630,AM3
AMD Phenom II X4 975,168.02,https://pcpartpicker.com/product/X2dqqs/amd-cpu-hdz975fbk4dgm,4,3.6,,K10,125,,AM3
AMD Phenom II X4 830,55.05,https://pcpartpicker.com/product/qLR48d/amd-cpu-hdx830wfk4dgm,4,2.8,,K10,95,,LGA1151
Intel Core i5-7500T,199.95,https://pcpartpicker.com/product/jCvZxr/intel-core-i5-7500t-27ghz-quad-core-oemtray-processor-cm8067702868115,4,2.7,3.3,Kaby Lake,35,Intel HD Graphics 630,LGA775
Intel Core 2 Duo E6700,69.95,https://pcpartpicker.com/product/Ys7wrH/intel-cpu-hh80557ph0674m,2,2.66,,Core,65,,LGA775
Intel Core 2 Duo E6850,89.95,https://pcpartpicker.com/product/Nt2kcf/intel-cpu-hh80557pj0804mg,2,3,,Core,65,,LGA775
Intel Core 2 Quad Q8400,84.95,https://pcpartpicker.com/product/nPkD4D/intel-cpu-bx80580q8400,4,2.66,,Yorkfield,95,,FM1
AMD A4-3400,134.09,https://pcpartpicker.com/product/vHH323/amd-cpu-ad3400ojhxbox,2,2.7,,Lynx,65,Radeon HD 6410D,LGA2011-3
Intel Xeon E5-2660 V3,,https://pcpartpicker.com/product/rMnG3C/intel-cpu-bx80644e52660v3,10,2.6,3.3,Haswell,105,,LGA1200
Intel Celeron G5920,84.24,https://pcpartpicker.com/product/R7gQzy/intel-celeron-g5920-35-ghz-dual-core-processor-bx80701g5920,2,3.5,,Comet Lake,58,Intel UHD Graphics 610,AM3
AMD Athlon II X2 240e,,https://pcpartpicker.com/product/DWsKHx/amd-cpu-ad240ehdgqbox,2,2.8,,K10,45,,LGA775
Intel Celeron E1200,,https://pcpartpicker.com/product/9MH323/intel-cpu-bx80557e1200,2,1.6,,Core,65,,LGA775
Intel Pentium E2220,,https://pcpartpicker.com/product/nfLypg/intel-cpu-hh80557pg0561m,2,2.4,,Core,65,,LGA775
Intel Core 2 Quad Q6700,,https://pcpartpicker.com/product/bmzv6h/intel-cpu-bx80562q6700,4,2.66,,Core,100,,LGA775
Intel Core 2 Quad Q8200,,https://pcpartpicker.com/product/j6fp99/intel-cpu-bx80580q8200,4,2.33,,Yorkfield,95,,FM1
AMD A6-3500,,https://pcpartpicker.com/product/v7Lypg/amd-cpu-ad3500ojgxbox,3,2.1,,Lynx,65,Radeon HD 6530D,LGA1155
Intel Xeon E3-1280,,https://pcpartpicker.com/product/TgGkcf/intel-cpu-bx80623e31280,4,3.5,,Sandy Bridge,95,,AM3+
AMD FX-4130,,https://pcpartpicker.com/product/6bbp99/amd-cpu-fd4130frgubox,4,3.8,,Bulldozer,125,,LGA2011
Intel Xeon E5-2660 V2,,https://pcpartpicker.com/product/T86BD3/intel-cpu-bx80635e52660v2,10,2.2,3,Ivy Bridge,95,,LGA1150
Intel Xeon E3-1226 V3,,https://pcpartpicker.com/product/8gDwrH/intel-cpu-bx80646e31226v3,4,3.3,3.7,Haswell Refresh,84,Intel HD Graphics P4600,LGA2011
Intel Xeon E5-2670,,https://pcpartpicker.com/product/gd3RsY/intel-cpu-cm8062101082713,8,2.6,3.3,Sandy Bridge,115,,FM2+
AMD Pro A10-7800B,,https://pcpartpicker.com/product/pMnG3C/amd-cpu-ad780bybi44ja,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),LGA1155
Intel Xeon E3-1270 V2,,https://pcpartpicker.com/product/WCBv6h/intel-cpu-cm8063701098301,4,3.5,,Ivy Bridge,69,,LGA1150
Intel Core i7-4770T,,https://pcpartpicker.com/product/tycMnQ/intel-cpu-cm8064601465902,4,2.5,,Haswell,45,Intel HD Graphics 4600,FM2
AMD A4-7300,,https://pcpartpicker.com/product/Z9Trxr/amd-cpu-ad7300okhlbox,2,3.8,4,Piledriver,65,Radeon HD 8470D,LGA1150
Intel Pentium G3470,153.1,https://pcpartpicker.com/product/KNNypg/intel-cpu-bx80646g3470,2,3.6,,Haswell Refresh,53,Intel HD Graphics,G34
AMD Opteron 6320,242.39,https://pcpartpicker.com/product/zL3RsY/amd-cpu-os6320wkt8ghkwof,8,2.8,3.3,Piledriver,115,,LGA1151
Intel Pentium G4620,,https://pcpartpicker.com/product/2cVBD3/intel-pentium-g4620-37ghz-dual-core-processor-bx80677g4620,2,3.7,,Kaby Lake,51,Intel HD Graphics 630,LGA1356
Intel Xeon E5-2420V2,,https://pcpartpicker.com/product/4JFPxr/intel-xeon-e5-2420v2-22ghz-6-core-processor-bx80634e52420v2,6,2.2,2.7,Ivy Bridge,80,,sTR4
AMD Threadripper 2920X,,https://pcpartpicker.com/product/h2ndnQ/amd-threadripper-2920x-35ghz-12-core-oemtray-processor-yd292xa8uc9af,12,3.5,4.3,Zen+,180,,LGA2066
Intel Core i9-9920X,,https://pcpartpicker.com/product/pDWfrH/intel-core-i9-9920x-35-ghz-12-core-oemtray-processor-cd8067304126300,12,3.5,4.4,Skylake,165,,LGA1200
Intel Core i3-10325,,https://pcpartpicker.com/product/pVcG3C/intel-core-i3-10325-39-ghz-quad-core-processor-bx8070110325,4,3.9,4.7,Comet Lake,65,Intel UHD Graphics 630,LGA1155
Intel Core i3-2100T,225.8,https://pcpartpicker.com/product/ktfp99/intel-cpu-bx80623i32100t,2,2.5,,Sandy Bridge,35,Intel HD Graphics 2000,LGA1155
Intel Pentium G2140,45,https://pcpartpicker.com/product/4yjG3C/intel-cpu-bx80637g2140,2,3.3,,Ivy Bridge,55,Intel HD Graphics,LGA1151
Intel Xeon E-2146G,825,https://pcpartpicker.com/product/32XnTW/intel-xeon-e-2146g-35-thz-6-core-processor-bx80684e2146g,6,3.5,4.5,Coffee Lake,80,Intel HD Graphics P630,LGA775
Intel Pentium E5300,79.4,https://pcpartpicker.com/product/HHFPxr/intel-cpu-at80571pg0642m,2,2.6,,Wolfdale,65,,LGA1156
Intel Core i5-660,149.94,https://pcpartpicker.com/product/4csKHx/intel-cpu-bx80616i5660,2,3.33,,Westmere,73,Intel HD Graphics,FM1
AMD A4-3300,89.95,https://pcpartpicker.com/product/J4zv6h/amd-cpu-ad3300ojhxbox,2,2.5,,Lynx,65,Radeon HD 6410D,LGA2011
Intel Xeon E5-2665,149.94,https://pcpartpicker.com/product/QvXfrH/intel-cpu-bx80621e52665,8,2.4,3.1,Sandy Bridge,115,,LGA2011-3
Intel Core i7-6800K,329.11,https://pcpartpicker.com/product/BsL7YJ/intel-cpu-cm8067102056201,6,3.4,3.6,Broadwell,140,,LGA775
Intel Pentium E6500,83.6,https://pcpartpicker.com/product/rKTmP6/intel-cpu-bx80571e6500,2,2.93,,Wolfdale,65,,LGA775
Intel Core 2 Duo E6750,89.95,https://pcpartpicker.com/product/fwbp99/intel-cpu-hh80557pj0674mg,2,2.66,,Core,65,,LGA775
Intel Core 2 Duo E7200,80.98,https://pcpartpicker.com/product/LGFPxr/intel-cpu-bx80571e7200,2,2.53,,Wolfdale,65,,LGA1155
Intel Pentium G640T,83.02,https://pcpartpicker.com/product/zVV48d/intel-cpu-bx80623g640t,2,2.4,,Sandy Bridge,35,Intel HD Graphics,LGA775
Intel Celeron 430,59.95,https://pcpartpicker.com/product/gMH323/intel-cpu-hh80557rg033512,1,1.8,,Core,35,,AM3
AMD Phenom II X6 1055T,,https://pcpartpicker.com/product/GCQypg/amd-cpu-hdt55twfgrbox,6,2.8,,K10,125,,LGA775
Intel Celeron E3200,,https://pcpartpicker.com/product/NMH323/intel-cpu-at80571rg0561ml,2,2.4,,Wolfdale,65,,LGA775
Intel Core 2 Duo E4600,,https://pcpartpicker.com/product/vMH323/intel-cpu-bx80557e4600,2,2.4,,Core,65,,LGA775
Intel Core 2 Duo E8400,98.95,https://pcpartpicker.com/product/tZmLrH/intel-cpu-at80570pj0806m,2,3,,Wolfdale,65,,LGA1366
Intel Core i7-930,,https://pcpartpicker.com/product/gGFPxr/intel-cpu-at80601000897aa,4,2.8,,Nehalem,130,,LGA775
Intel Core 2 Quad Q8300,,https://pcpartpicker.com/product/ZV8Zxr/intel-cpu-at80580pj0604ml,4,2.5,,Yorkfield,95,,AM2+
AMD Phenom II X4 940 Black,,https://pcpartpicker.com/product/htfp99/amd-cpu-hdz940xcj4dgi,4,3,,K10,125,,AM3
AMD Phenom II X4 840,,https://pcpartpicker.com/product/QCXfrH/amd-cpu-hdx840wfgmbox,4,3.2,,K10,95,,AM3
AMD Phenom II X4 980 Black,,https://pcpartpicker.com/product/2MW9TW/amd-cpu-hdz980fbgmbox,4,3.7,,K10,125,,AM3
AMD Phenom II X3 720 Black,,https://pcpartpicker.com/product/8cDwrH/amd-cpu-hdz720wfk3dgi,3,2.8,,K10,95,,AM3
AMD Phenom II X6 1035T,,https://pcpartpicker.com/product/Kw4gXL/amd-cpu-hdt35twfk6dgr,6,2.6,,K10,95,,AM3
AMD Athlon II X2 270,,https://pcpartpicker.com/product/28Np99/amd-cpu-adx270ocgmbox,2,3.4,,K10,65,,AM3+
AMD FX-8120,,https://pcpartpicker.com/product/X7Lypg/amd-cpu-fd8120frgubox,8,3.1,,Bulldozer,125,,FM1
AMD Athlon II X4 641,,https://pcpartpicker.com/product/bTK7YJ/amd-cpu-ad641xwngxbox,4,2.8,,Lynx,100,,LGA1155
Intel Pentium G2010,,https://pcpartpicker.com/product/ZMzv6h/intel-cpu-bx80637g2010,2,2.8,,Ivy Bridge,55,Intel HD Graphics,LGA1155
Intel Core i5-3340S,,https://pcpartpicker.com/product/6DBv6h/intel-cpu-bx80637i53340s,4,2.8,3.3,Ivy Bridge,65,Intel HD Graphics 2500,LGA2011-3
Intel Xeon E5-2623 V3,229.95,https://pcpartpicker.com/product/39Trxr/intel-cpu-cm8064401832000,4,3,3.5,Haswell,105,,LGA2011-3
Intel Xeon E5-2697 V3,,https://pcpartpicker.com/product/tbtWGX/intel-cpu-cm8064401807100,14,2.6,3.6,Haswell,145,,LGA1151
Intel Core i7-6700T,,https://pcpartpicker.com/product/67Trxr/intel-cpu-bxc80662i76700t,4,2.8,3.6,Skylake,35,Intel HD Graphics 530,LGA1151
Intel Core i7-7700T,,https://pcpartpicker.com/product/MgNypg/intel-core-i7-7700t-29ghz-quad-core-processor-bxc80677i77700t,4,2.9,3.8,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Xeon E3-1230 V6,,https://pcpartpicker.com/product/HjtWGX/intel-xeon-e3-1230-v6-35ghz-quad-core-processor-bx80677e31230v6,4,3.5,3.9,Kaby Lake,72,,LGA1151
Intel Pentium Gold G5500T,,https://pcpartpicker.com/product/zBhKHx/intel-pentium-gold-g5500t-32ghz-dual-core-oemtray-processor-cm8068403377713,2,3.2,,Coffee Lake,35,Intel UHD Graphics 630,AM4
AMD Athlon 220GE,,https://pcpartpicker.com/product/QwsmP6/amd-athlon-220ge-34-ghz-dual-core-oemtray-processor-yd220gc6m2ofb,2,3.4,,Zen,35,Radeon Vega 3,LGA1151
Intel Xeon E-2276G,,https://pcpartpicker.com/product/w6Dkcf/intel-xeon-e-2276g-38-thz-6-core-oemtray-processor-cm8068404227703,6,3.8,4.9,Coffee Lake Refresh,80,Intel HD Graphics P630,LGA1156
Intel Core i7-860S,100,https://pcpartpicker.com/product/JcsKHx/intel-cpu-bx80605i7860s,4,2.53,,Nehalem,82,,LGA1155
Intel Core i5-3450S,89,https://pcpartpicker.com/product/x7xfrH/intel-cpu-bx80637i53450s,4,2.8,,Ivy Bridge,65,Intel HD Graphics 2500,LGA1155
Intel Xeon E3-1230 V2,189.95,https://pcpartpicker.com/product/DKFPxr/intel-cpu-cm8063701098101,4,3.3,,Ivy Bridge,69,,LGA1156
Intel Pentium G6950,37.5,https://pcpartpicker.com/product/VkZQzy/intel-cpu-bx80616g6950,2,2.8,,Westmere,73,Intel HD Graphics,LGA1366
Intel Core i7-940,149.94,https://pcpartpicker.com/product/Qr8Zxr/intel-cpu-bx80601940,4,2.93,,Nehalem,130,,LGA1150
Intel Pentium G3460,125,https://pcpartpicker.com/product/9vLypg/intel-cpu-bx80646g3460,2,3.5,,Haswell Refresh,53,Intel HD Graphics,LGA2011-3
Intel Xeon E5-2640 V3,189.95,https://pcpartpicker.com/product/HKH48d/intel-cpu-cm8064401830901,8,2.6,3.4,Haswell,90,,LGA1151
Intel Celeron G3950,59.99,https://pcpartpicker.com/product/ZPL7YJ/intel-celeron-g3950-30ghz-dual-core-processor-bx80677g3950,2,3,,Kaby Lake,51,Intel HD Graphics 610,AM3
AMD Athlon II X2 240,,https://pcpartpicker.com/product/s3JwrH/amd-cpu-adx240ocgqbox,2,2.8,,K10,65,,AM3
AMD Phenom II X4 810,,https://pcpartpicker.com/product/BV8Zxr/amd-cpu-hdx810wfgibox,4,2.6,,K10,95,,AM3
AMD Phenom II X4 925,,https://pcpartpicker.com/product/4bYXsY/amd-cpu-hdx925wfgmbox,4,2.8,,K10,95,,AM3
AMD Phenom II X4 910e,,https://pcpartpicker.com/product/qF6BD3/amd-cpu-hd910eocgmbox,4,2.6,,K10,65,,LGA775
Intel Celeron E1600,,https://pcpartpicker.com/product/kNV48d/intel-cpu-bx80557e1600,2,2.4,,Core,65,,LGA775
Intel Core 2 Duo E6320,,https://pcpartpicker.com/product/RcsKHx/intel-cpu-bx80557e6320,2,1.86,,Core,65,,LGA775
Intel Core 2 Duo E8200,,https://pcpartpicker.com/product/X8ckcf/intel-cpu-bx80570e8200,2,2.66,,Wolfdale,65,,AM3
AMD Phenom II X6 1075T,,https://pcpartpicker.com/product/cxJwrH/amd-cpu-hdt75tfbgrbox,6,3,,K10,95,,AM3+
AMD FX-4170,,https://pcpartpicker.com/product/YYxfrH/amd-cpu-fd4170frgubox,4,4.2,,Bulldozer,125,,LGA1150
Intel Core i3-4360,,https://pcpartpicker.com/product/tFFPxr/intel-cpu-bx80646i34360,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,LGA1150
Intel Pentium G3450,,https://pcpartpicker.com/product/QbNp99/intel-cpu-bx80646g3450,2,3.4,,Haswell Refresh,53,Intel HD Graphics,AM3
AMD Sempron 150,,https://pcpartpicker.com/product/xgYXsY/amd-cpu-sdx150hbk13gm,1,2.9,,K10,45,,LGA2011-3
Intel Core i7-5960X,,https://pcpartpicker.com/product/BnkD4D/intel-cpu-cm8064801547964,8,3,3.5,Haswell,140,,FM2+
AMD Athlon X4 860K,,https://pcpartpicker.com/product/MMnG3C/amd-cpu-ad860kxbi44ja,4,3.7,4,Steamroller,95,,LGA2011-3
Intel Xeon E5-2637 V3,,https://pcpartpicker.com/product/pp98TW/intel-cpu-cm8064401724101,4,3.5,3.7,Haswell,135,,LGA1151
Intel Core i3-6320,,https://pcpartpicker.com/product/KWbkcf/intel-cpu-bx80662i36320,2,3.9,,Skylake,51,Intel HD Graphics 530,LGA1151
Intel Pentium G4400T,,https://pcpartpicker.com/product/fJbkcf/intel-cpu-cm8066201927506,2,2.9,,Skylake,35,Intel HD Graphics 510,LGA1151
Intel Xeon E3-1280 V5,,https://pcpartpicker.com/product/468H99/intel-cpu-cm8066201921607,4,3.7,4,Skylake,80,,LGA1151
Intel Xeon E3-1260L V5,,https://pcpartpicker.com/product/NRTrxr/intel-cpu-cm8066201921903,4,2.9,3.9,Skylake,45,,LGA2011-3
Intel Core i7-6800K,,https://pcpartpicker.com/product/Zgbkcf/intel-cpu-bxc80671i76800k,6,3.4,3.6,Broadwell,140,,LGA1356
Intel Xeon E5-2450V2,,https://pcpartpicker.com/product/QmGj4D/intel-xeon-e5-2450v2-25ghz-8-core-processor-bx80634e52450v2,8,2.5,3.3,Ivy Bridge,95,,LGA2066
Intel Core i9-7920X,,https://pcpartpicker.com/product/kMRFf7/intel-core-i9-7920x-29ghz-12-core-oemtray-processor-cd8067303753300,12,2.9,4.4,Skylake,140,,AM4
AMD A10-9700E,,https://pcpartpicker.com/product/fxyxFT/amd-a10-9700e-30ghz-quad-core-processor-ad9700ahabbox,4,3,3.5,Excavator,35,Radeon R7 (on-die),LGA1156
Intel Core i5-750,398,https://pcpartpicker.com/product/D9H323/intel-cpu-bv80605001911ap,4,2.66,,Nehalem,95,,LGA1151
Intel Core i5-7600T,229.95,https://pcpartpicker.com/product/nrhj4D/intel-core-i5-7600t-28ghz-quad-core-oemtray-processor-cm8067702868117,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,LGA2011-3
Intel Xeon E5-2603 V3,135,https://pcpartpicker.com/product/KbtWGX/intel-cpu-cm8064401844200,6,1.6,,Haswell,85,,LGA2066
Intel Core i5-7640X,225.4,https://pcpartpicker.com/product/9jzZxr/intel-core-i5-7640x-40ghz-quad-core-oemtray-processor-cm8067702868730,4,4,4.2,Kaby Lake,112,,LGA775
Intel Core 2 Duo E4600,98.95,https://pcpartpicker.com/product/X6fp99/intel-cpu-hh80557pg0562m,2,2.4,,Core,65,,LGA775
Intel Core 2 Duo E8300,99.95,https://pcpartpicker.com/product/p6fp99/intel-cpu-eu80570pj0736m,2,2.83,,Wolfdale,65,,LGA1156
Intel Core i7-860,189.95,https://pcpartpicker.com/product/yYZQzy/intel-cpu-bv80605001908ak,4,2.8,,Nehalem,95,,G34
AMD Opteron 6328,499.99,https://pcpartpicker.com/product/NHCwrH/amd-cpu-os6328wkt8ghkwof,8,3.2,3.8,Piledriver,115,,LGA2011-3
Intel Xeon E5-2683 V3,,https://pcpartpicker.com/product/K7RFf7/intel-xeon-e5-2683-v3-20ghz-14-core-processor-cm8064401609728,14,2,3,Haswell,120,,AM3
AMD Phenom II X2 550 Black,,https://pcpartpicker.com/product/8NV48d/amd-cpu-hdz550wfgibox,2,3.1,,K10,80,,AM3
AMD Phenom II X2 555 Black,,https://pcpartpicker.com/product/x3JwrH/amd-cpu-hdz555wfgmbox,2,3.2,,K10,80,,AM2+
AMD Phenom II X4 920,,https://pcpartpicker.com/product/ZYZQzy/amd-cpu-hdx920xcgibox,4,2.8,,K10,125,,AM3
AMD Athlon II X2 235e,,https://pcpartpicker.com/product/ws7wrH/amd-cpu-ad235ehdgqbox,2,2.7,,K10,45,,LGA775
Intel Core 2 Duo E4500,,https://pcpartpicker.com/product/P4TmP6/intel-cpu-bx80557e4500,2,2.2,,Core,65,,LGA775
Intel Core 2 Quad Q9450,,https://pcpartpicker.com/product/sd7wrH/intel-cpu-bx80569q9450,4,2.66,,Yorkfield,95,,LGA775
Intel Core 2 Extreme X6800,,https://pcpartpicker.com/product/BMH323/intel-cpu-bx80557x6800,2,2.93,,Core,75,,LGA1155
Intel Pentium G860,,https://pcpartpicker.com/product/CnDwrH/intel-cpu-bx80623g860,2,3,,Sandy Bridge,65,Intel HD Graphics,AM3+
AMD FX-8300,,https://pcpartpicker.com/product/8qjG3C/amd-cpu-fd8300wmw8khk,8,3.3,,Piledriver,95,,LGA1155
Intel Xeon E3-1240,,https://pcpartpicker.com/product/TxphP6/intel-cpu-bx80623e31240,4,3.3,,Sandy Bridge,80,,LGA1155
Intel Xeon E3-1270,,https://pcpartpicker.com/product/czQypg/intel-cpu-bx80637e31270v2,4,3.4,,Sandy Bridge,80,,LGA2011
Intel Xeon E5-2603,98.95,https://pcpartpicker.com/product/yrNp99/intel-cpu-bx80621e52603,4,1.8,,Sandy Bridge,80,,LGA2011
Intel Xeon E5-2620,77,https://pcpartpicker.com/product/2M9KHx/intel-cpu-bx80621e52620,6,2,,Sandy Bridge,95,,LGA2011
Intel Xeon E5-2620 V2,,https://pcpartpicker.com/product/6YMFf7/intel-cpu-bx80635e52620v2,6,2.1,2.6,Ivy Bridge,80,,LGA2011
Intel Xeon E5-2640 V2,,https://pcpartpicker.com/product/bqTmP6/intel-cpu-bx80635e52640v2,8,2,2.5,Ivy Bridge,95,,FM2
AMD A6-6420K,,https://pcpartpicker.com/product/c9sKHx/amd-cpu-ad642kokhlbox,2,4,4.2,Piledriver,65,Radeon HD 8000 Series,LGA1150
Intel Core i5-4690S,,https://pcpartpicker.com/product/WsR48d/intel-cpu-bx80646i54690s,4,3.2,3.9,Haswell Refresh,65,Intel HD Graphics 4600,FM2
AMD A10-6800B,,https://pcpartpicker.com/product/g3fp99/amd-cpu-ad680bwoa44hl,4,4.1,4.4,Piledriver,100,Radeon HD 8670D,AM3+
AMD FX-8370,,https://pcpartpicker.com/product/Lp98TW/amd-cpu-fd8370frw8khk,8,4,4.3,Piledriver,125,,FM2+
AMD Pro A8-7600B,,https://pcpartpicker.com/product/g48H99/amd-cpu-ad760bybi44ja,4,3.1,3.8,Steamroller,65,Radeon R7 (on-die),LGA2011-3
Intel Xeon E5-2670 V3,,https://pcpartpicker.com/product/Frx9TW/intel-cpu-cm8064401544801,12,2.3,3.1,Haswell,120,,LGA1150
Intel Core i7-5775C,,https://pcpartpicker.com/product/Y7Trxr/intel-cpu-cm8065802483301,4,3.3,3.7,Broadwell,65,Iris Pro Graphics 6200,LGA1151
Intel Core i3-6300T,,https://pcpartpicker.com/product/pf98TW/intel-cpu-bx80662i36300t,2,3.3,,Skylake,35,Intel HD Graphics 530,LGA1151
Intel Core i5-6500T,,https://pcpartpicker.com/product/khgPxr/intel-cpu-bxc80662i56500t,4,2.5,3.1,Skylake,35,Intel HD Graphics 530,LGA1151
Intel Xeon E3-1245 V5,,https://pcpartpicker.com/product/BVcMnQ/intel-cpu-bx80662e31245v5,4,3.5,3.9,Skylake,80,Intel HD Graphics P530,G34
AMD Opteron 6378,,https://pcpartpicker.com/product/D68H99/amd-cpu-os6378wktgghk,16,2.4,3.3,Piledriver,115,,LGA2011-3
Intel Core i7-6900K,,https://pcpartpicker.com/product/Lv38TW/intel-cpu-bxc80671i76900k,8,3.2,3.7,Broadwell,140,,FM2+
AMD A8-7670K,248.65,https://pcpartpicker.com/product/y2mxFT/amd-a8-7670k-36ghz-quad-core-processor-ad767kxbjcsbx,4,3.6,3.9,Steamroller,95,Radeon R7 (on-die),LGA2066
Intel Core i9-7960X,,https://pcpartpicker.com/product/kZkwrH/intel-core-i9-7960x-28ghz-16-core-oemtray-processor-cd8067303734802,16,2.8,4.4,Skylake,165,,AM4
AMD Athlon X4 970,,https://pcpartpicker.com/product/jkCrxr/amd-athlon-x4-970-38ghz-quad-core-oemtray-processor-ad970xaum44ab,4,3.8,4,Excavator,65,,AM4
AMD Athlon X4 940,,https://pcpartpicker.com/product/Z3VBD3/amd-athlon-x4-940-32ghz-quad-core-oemtray-processor-ad940xagm44ab,4,3.2,3.6,Excavator,65,,LGA1151
Intel Pentium Gold G5600,,https://pcpartpicker.com/product/9PgzK8/intel-pentium-gold-g5600-39ghz-dual-core-oemtray-processor-cm8068403377513,2,3.9,,Coffee Lake,54,Intel UHD Graphics 630,LGA1151
Intel Xeon E-2146G,871,https://pcpartpicker.com/product/nHGnTW/intel-xeon-e-2146g-35-thz-6-core-oemtray-processor-cm8068403380116,6,3.5,4.5,Coffee Lake,80,Intel HD Graphics P630,LGA1155
Intel Core i3-2125,152,https://pcpartpicker.com/product/HtGkcf/intel-cpu-bx80623i32125,2,3.3,,Sandy Bridge,65,Intel HD Graphics 3000,LGA1155
Intel Xeon E3-1220,115,https://pcpartpicker.com/product/j9kD4D/intel-cpu-bx80623e31220,4,3.1,,Sandy Bridge,80,,LGA775
Intel Core 2 Duo E4300,70,https://pcpartpicker.com/product/cX7wrH/intel-cpu-bx80557e4300,2,1.8,,Core,65,,LGA775
Intel Core 2 Duo E7600,98.95,https://pcpartpicker.com/product/PCQypg/intel-cpu-at80571ph0833ml,2,3.06,,Wolfdale,65,,LGA2011
Intel Xeon E5-1660,,https://pcpartpicker.com/product/WL3RsY/intel-cpu-bx80621e51660,6,3.3,3.9,Sandy Bridge,130,,LGA2011-3
Intel Xeon E5-1620 V3,,https://pcpartpicker.com/product/dfrcCJ/intel-cpu-cm8064401973600,4,3.5,3.6,Haswell,140,,LGA1151
Intel Pentium G4620,224.12,https://pcpartpicker.com/product/rjs8TW/intel-pentium-g4620-37ghz-dual-core-oemtray-processor-cm8067703015524,2,3.7,,Kaby Lake,51,Intel HD Graphics 630,LGA1151
Intel Xeon E-2134,736,https://pcpartpicker.com/product/HVjJ7P/intel-xeon-e-2134-35-thz-quad-core-processor-bx80684e2134,4,3.5,4.5,Coffee Lake,71,,AM3
AMD Athlon II X3 400e,,https://pcpartpicker.com/product/yCQypg/amd-cpu-ad400ehdgibox,3,2.2,,K10,45,,LGA775
Intel Pentium E2200,,https://pcpartpicker.com/product/YxvRsY/intel-cpu-bx80557e2200,2,2.2,,Core,65,,LGA775
Intel Celeron E3400,,https://pcpartpicker.com/product/DLNp99/intel-cpu-at80571rg0641ml,2,2.6,,Wolfdale,65,,LGA775
Intel Core 2 Duo E6400,89.95,https://pcpartpicker.com/product/m9H323/intel-cpu-hh80557ph0462m,2,2.13,,Core,65,,LGA775
Intel Core 2 Duo E7600,,https://pcpartpicker.com/product/JKTmP6/intel-cpu-bx80571e7600,2,3.06,,Wolfdale,65,,LGA775
Intel Core 2 Duo E8600,,https://pcpartpicker.com/product/7QQypg/intel-cpu-bx80570e8600,2,3.33,,Wolfdale,65,,LGA775
Intel Core 2 Quad Q9505,,https://pcpartpicker.com/product/Pwbp99/intel-cpu-bx80580q9505,4,2.83,,Yorkfield,95,,LGA775
Intel Core 2 Extreme QX6800,,https://pcpartpicker.com/product/Qmzv6h/intel-cpu-bx80562qx6800,4,2.93,,Core,100,,LGA775
Intel Core 2 Extreme QX6850,,https://pcpartpicker.com/product/9V8Zxr/intel-cpu-bx80562qx6850,4,3,,Core,130,,AM3
AMD Phenom II X4 965,,https://pcpartpicker.com/product/7rjG3C/amd-cpu-hdx965fbk4dgm,4,3.4,,K10,125,,FM1
AMD A6-3650,,https://pcpartpicker.com/product/ngMFf7/amd-cpu-ad3650wngxbox,4,2.6,,Lynx,100,Radeon HD 6530D,LGA1155
Intel Pentium G840,,https://pcpartpicker.com/product/gyn2FT/intel-cpu-bx80623g840,2,2.8,,Sandy Bridge,65,Intel HD Graphics,LGA1155
Intel Core i5-2450P,,https://pcpartpicker.com/product/jKjG3C/intel-cpu-bx80623i52450p,4,3.2,,Sandy Bridge,95,,LGA1155
